module_short_name,module_code,type,label,description
Orig Special Chal & Therapeut,BIOS102,LO,LO3,"Outline the structure and organisation of different organs, and the molecular mechanisms involved in their development."
Orig Special Chal & Therapeut,BIOS102,SKILL,S1,Written communication
Orig Special Chal & Therapeut,BIOS102,SKILL,S2,Digital skills
Orig Special Chal & Therapeut,BIOS102,SKILL,S3,Information retrieval and review
Orig Special Chal & Therapeut,BIOS102,SKILL,S4,Critical thinking and problem solving
Orig Special Chal & Therapeut,BIOS102,SKILL,S5,Global citizenship
Orig Special Chal & Therapeut,BIOS102,SKILL,S6,Ethical awareness
Orig Special Chal & Therapeut,BIOS102,LO,LO4,"Describe how physiological systems play their roles in organism maintenance, communication and survival."
Orig Special Chal & Therapeut,BIOS102,SKILL,S1,Written communication
Orig Special Chal & Therapeut,BIOS102,SKILL,S2,Digital skills
Orig Special Chal & Therapeut,BIOS102,SKILL,S3,Information retrieval and review
Orig Special Chal & Therapeut,BIOS102,SKILL,S4,Critical thinking and problem solving
Orig Special Chal & Therapeut,BIOS102,SKILL,S5,Global citizenship
Orig Special Chal & Therapeut,BIOS102,SKILL,S6,Ethical awareness
Orig Special Chal & Therapeut,BIOS102,LO,LO5,Recall the principles of pharmacokinetics and the ways in which drugs are metabolised/eliminated.
Orig Special Chal & Therapeut,BIOS102,SKILL,S1,Written communication
Orig Special Chal & Therapeut,BIOS102,SKILL,S2,Digital skills
Orig Special Chal & Therapeut,BIOS102,SKILL,S3,Information retrieval and review
Orig Special Chal & Therapeut,BIOS102,SKILL,S4,Critical thinking and problem solving
Orig Special Chal & Therapeut,BIOS102,SKILL,S5,Global citizenship
Orig Special Chal & Therapeut,BIOS102,SKILL,S6,Ethical awareness
Orig Special Chal & Therapeut,BIOS102,LO,LO6,Explain how the structure and function of the basic body plan of invertebrate and vertebrate animals is adapted to different environments.
Orig Special Chal & Therapeut,BIOS102,SKILL,S1,Written communication
Orig Special Chal & Therapeut,BIOS102,SKILL,S2,Digital skills
Orig Special Chal & Therapeut,BIOS102,SKILL,S3,Information retrieval and review
Orig Special Chal & Therapeut,BIOS102,SKILL,S4,Critical thinking and problem solving
Orig Special Chal & Therapeut,BIOS102,SKILL,S5,Global citizenship
Orig Special Chal & Therapeut,BIOS102,SKILL,S6,Ethical awareness
Orig Special Chal & Therapeut,BIOS102,LO,LO7,Recognise and interpret biological data.
Orig Special Chal & Therapeut,BIOS102,SKILL,S1,Written communication
Orig Special Chal & Therapeut,BIOS102,SKILL,S2,Digital skills
Orig Special Chal & Therapeut,BIOS102,SKILL,S3,Information retrieval and review
Orig Special Chal & Therapeut,BIOS102,SKILL,S4,Critical thinking and problem solving
Orig Special Chal & Therapeut,BIOS102,SKILL,S5,Global citizenship
Orig Special Chal & Therapeut,BIOS102,SKILL,S6,Ethical awareness
Intro Prac Skills Life Sci I,BIOS103,LO,LO1,"Record procedures and protocols for experiments relating to Life Sciences and generate, evaluate and interpret qualitative and quantitative data."
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci I,BIOS103,LO,LO2,"Develop problem solving skills to identify, formulate and test hypotheses in relation to laboratory-based experiments in Life Sciences."
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci I,BIOS103,LO,LO3,Use laboratory equipment correctly and safely according to good laboratory practice and observing Health and Safety rules.
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci I,BIOS103,LO,LO4,Demonstrate a range of laboratory skills when undertaking experiments in current biology.
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci I,BIOS103,LO,LO5,Introduce students to the use of basic digital tools for handling data and visualising data.
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci I,BIOS103,LO,LO6,Introduce students to computer programming that will enable them to perform robust statistical analysis of biological datasets.
Intro Prac Skills Life Sci I,BIOS103,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci I,BIOS103,SKILL,S2,Team working
Intro Prac Skills Life Sci I,BIOS103,SKILL,S3,Problem solving
Intro Prac Skills Life Sci I,BIOS103,SKILL,S4,Independent learning
Intro Prac Skills Life Sci I,BIOS103,SKILL,S5,Biological and statistical Interpretation
Intro Prac Skills Life Sci I,BIOS103,SKILL,S6,IT skills
Intro Prac Skills Life Sci I,BIOS103,SKILL,S7,"Data handling, manipulation, and visualisation"
Individuals to Ecosystem,BIOS104,LO,LO1,Examine the causes and consequences of variation in pace of life/life history observed between species in nature.
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO2,Relate factors that impact population size and understand extinction threats arising from small populations.
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO3,"Explain the ways different species interact with each other and the consequences of these interactions for population size and persistence, and for evolution."
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO4,Relate how ecological communities assemble and change over time.
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO5,"Discuss the major ecosystems in nature, their physical properties, and biological/geographical underpinnings, and how they change through time and through human activity."
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO6,"Describe the major threats to populations, communities, habitats and ecosystems and the socio-cultural context of those threats and mitigation measures."
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Individuals to Ecosystem,BIOS104,LO,LO7,Be able to understand ecological data and interpret it in the context of ecological theory.
Individuals to Ecosystem,BIOS104,SKILL,S1,Written communication
Individuals to Ecosystem,BIOS104,SKILL,S2,Interpretation of data
Individuals to Ecosystem,BIOS104,SKILL,S3,Digital skills
Individuals to Ecosystem,BIOS104,SKILL,S4,Information retrieval and review
Individuals to Ecosystem,BIOS104,SKILL,S5,Critical thinking and problem solving
Individuals to Ecosystem,BIOS104,SKILL,S6,Global citizenship
Individuals to Ecosystem,BIOS104,SKILL,S7,Ethical awareness
Study and Communication Skills,BIOS105,LO,LO1,"Structure and communicate ideas effectively, both orally and in writing."
Study and Communication Skills,BIOS105,SKILL,S1,Evaluate and evidence own performance using reflective practice
Study and Communication Skills,BIOS105,SKILL,S2,"Manage time, and work to deadlines"
Study and Communication Skills,BIOS105,SKILL,S3,Find relevant and appropriate information and use IT effectively
Study and Communication Skills,BIOS105,SKILL,S4,To work effectively as a member of a team in order to achieve a specified task
Study and Communication Skills,BIOS105,LO,LO2,Discuss and appropriately use relevant literature.
Study and Communication Skills,BIOS105,SKILL,S1,Evaluate and evidence own performance using reflective practice
Study and Communication Skills,BIOS105,SKILL,S2,"Manage time, and work to deadlines"
Study and Communication Skills,BIOS105,SKILL,S3,Find relevant and appropriate information and use IT effectively
Study and Communication Skills,BIOS105,SKILL,S4,To work effectively as a member of a team in order to achieve a specified task
Study and Communication Skills,BIOS105,LO,LO3,To develop an awareness of employment policies.
Study and Communication Skills,BIOS105,SKILL,S1,Evaluate and evidence own performance using reflective practice
Study and Communication Skills,BIOS105,SKILL,S2,"Manage time, and work to deadlines"
Study and Communication Skills,BIOS105,SKILL,S3,Find relevant and appropriate information and use IT effectively
Study and Communication Skills,BIOS105,SKILL,S4,To work effectively as a member of a team in order to achieve a specified task
Intro Prac Skills Life Sci II,BIOS106,LO,LO1,Use a range of laboratory and field equipment and practical techniques to apply experimental skills to the relevant Life Sciences disciplines.
Intro Prac Skills Life Sci II,BIOS106,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci II,BIOS106,SKILL,S2,Team working
Intro Prac Skills Life Sci II,BIOS106,SKILL,S3,Problem solving
Intro Prac Skills Life Sci II,BIOS106,SKILL,S4,Independent learning
Intro Prac Skills Life Sci II,BIOS106,SKILL,S5,Digital innovation
Intro Prac Skills Life Sci II,BIOS106,SKILL,S6,Application of information technologies
Intro Prac Skills Life Sci II,BIOS106,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci II,BIOS106,LO,LO2,"Demonstrate an understanding of processes for design, planning and conducting experimental techniques."
Intro Prac Skills Life Sci II,BIOS106,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci II,BIOS106,SKILL,S2,Team working
Intro Prac Skills Life Sci II,BIOS106,SKILL,S3,Problem solving
Intro Prac Skills Life Sci II,BIOS106,SKILL,S4,Independent learning
Intro Prac Skills Life Sci II,BIOS106,SKILL,S5,Digital innovation
Intro Prac Skills Life Sci II,BIOS106,SKILL,S6,Application of information technologies
Intro Prac Skills Life Sci II,BIOS106,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci II,BIOS106,LO,LO3,"Collect, analyse and evaluate data of broad biological relevance, using methodologies, tasks and workflows that will prepare students for third-year projects."
Intro Prac Skills Life Sci II,BIOS106,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci II,BIOS106,SKILL,S2,Team working
Intro Prac Skills Life Sci II,BIOS106,SKILL,S3,Problem solving
Intro Prac Skills Life Sci II,BIOS106,SKILL,S4,Independent learning
Intro Prac Skills Life Sci II,BIOS106,SKILL,S5,Digital innovation
Intro Prac Skills Life Sci II,BIOS106,SKILL,S6,Application of information technologies
Intro Prac Skills Life Sci II,BIOS106,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci II,BIOS106,LO,LO4,"Compare, contrast and evaluate currently available bioinformatics tools, web apps and databases and use them to make useful predictions about biological data."
Intro Prac Skills Life Sci II,BIOS106,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci II,BIOS106,SKILL,S2,Team working
Intro Prac Skills Life Sci II,BIOS106,SKILL,S3,Problem solving
Intro Prac Skills Life Sci II,BIOS106,SKILL,S4,Independent learning
Intro Prac Skills Life Sci II,BIOS106,SKILL,S5,Digital innovation
Intro Prac Skills Life Sci II,BIOS106,SKILL,S6,Application of information technologies
Intro Prac Skills Life Sci II,BIOS106,SKILL,S7,"Data handling, manipulation, and visualisation"
Intro Prac Skills Life Sci II,BIOS106,LO,LO5,"Apply computational tools in the discovery, evaluation, and acquisition of data relevant to the Life Sciences disciplines."
Intro Prac Skills Life Sci II,BIOS106,SKILL,S1,Critical thinking
Intro Prac Skills Life Sci II,BIOS106,SKILL,S2,Team working
Intro Prac Skills Life Sci II,BIOS106,SKILL,S3,Problem solving
Intro Prac Skills Life Sci II,BIOS106,SKILL,S4,Independent learning
Intro Prac Skills Life Sci II,BIOS106,SKILL,S5,Digital innovation
Intro Prac Skills Life Sci II,BIOS106,SKILL,S6,Application of information technologies
Intro Prac Skills Life Sci II,BIOS106,SKILL,S7,"Data handling, manipulation, and visualisation"
Genetics & Immunology,BIOS201,LO,LO1,Evaluate how the fundamental properties and processes of genomes and genetics are applied across the Life Sciences.
Genetics & Immunology,BIOS201,SKILL,S1,Apply understanding of materials in an authentic setting
Genetics & Immunology,BIOS201,SKILL,S2,Work with group members to learn how to tackle authentic assessment tasks
Genetics & Immunology,BIOS201,SKILL,S3,Combine scientific knowledge & rigour with individual creativity
Genetics & Immunology,BIOS201,LO,LO2,"Apply knowledge of DNA replication to new technologies, such as gene editing, and show evidence of ethical reasoning in relation to outcomes of these technologies."
Genetics & Immunology,BIOS201,SKILL,S1,Apply understanding of materials in an authentic setting
Genetics & Immunology,BIOS201,SKILL,S2,Work with group members to learn how to tackle authentic assessment tasks
Genetics & Immunology,BIOS201,SKILL,S3,Combine scientific knowledge & rigour with individual creativity
Genetics & Immunology,BIOS201,LO,LO3,"Describe and evaluate processes at the molecular level (e.g. recombination, mutation, gene expression) that cause phenotypic variation, paying attention to the consequences of variation for individuals."
Genetics & Immunology,BIOS201,SKILL,S1,Apply understanding of materials in an authentic setting
Genetics & Immunology,BIOS201,SKILL,S2,Work with group members to learn how to tackle authentic assessment tasks
Genetics & Immunology,BIOS201,SKILL,S3,Combine scientific knowledge & rigour with individual creativity
Genetics & Immunology,BIOS201,LO,LO4,"Evaluate how animals (including humans) defend themselves from pathogenic threats via selected components of immune responses, including inflammation and adaptive immunity."
Genetics & Immunology,BIOS201,SKILL,S1,Apply understanding of materials in an authentic setting
Genetics & Immunology,BIOS201,SKILL,S2,Work with group members to learn how to tackle authentic assessment tasks
Genetics & Immunology,BIOS201,SKILL,S3,Combine scientific knowledge & rigour with individual creativity
Anatomy of the Thorax,BIOS202,LO,LO1,Describe relevant surface landmarks to guide the process of cadaveric examination of the thorax.
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Anatomy of the Thorax,BIOS202,LO,LO2,Discuss the musculoskeletal components of the thorax in relation to their passive and dynamic functions.
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Anatomy of the Thorax,BIOS202,LO,LO3,Explain the gross anatomy of major organs of the thorax and their neurovascular supply and lymph in relation to function.
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Anatomy of the Thorax,BIOS202,LO,LO4,"Examine the topographic, functional and developmental relationships between viscera of the thorax."
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Anatomy of the Thorax,BIOS202,LO,LO5,Describe the significance of anatomical variation in the contexts of health and disease.
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Anatomy of the Thorax,BIOS202,LO,LO6,"Review the importance of anatomy in applications outside of a laboratory, including imaging studies and clinical examination."
Anatomy of the Thorax,BIOS202,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Anatomy of the Thorax,BIOS202,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Anatomy of the Thorax,BIOS202,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
Intermediary Prac Skills,BIOS203,LO,LO1,Further develop practical skills and provide students with experience in a number of advanced research techniques.
Intermediary Prac Skills,BIOS203,SKILL,S1,Written communication
Intermediary Prac Skills,BIOS203,SKILL,S2,Think critically
Intermediary Prac Skills,BIOS203,SKILL,S3,Problem solving
Intermediary Prac Skills,BIOS203,SKILL,S4,Biological interpretation
Intermediary Prac Skills,BIOS203,SKILL,S5,IT skills
Intermediary Prac Skills,BIOS203,SKILL,S6,Group working
Intermediary Prac Skills,BIOS203,LO,LO2,"Apply the principles of cell biology, biotechnology and molecular biology to practical experiments."
Intermediary Prac Skills,BIOS203,SKILL,S1,Written communication
Intermediary Prac Skills,BIOS203,SKILL,S2,Think critically
Intermediary Prac Skills,BIOS203,SKILL,S3,Problem solving
Intermediary Prac Skills,BIOS203,SKILL,S4,Biological interpretation
Intermediary Prac Skills,BIOS203,SKILL,S5,IT skills
Intermediary Prac Skills,BIOS203,SKILL,S6,Group working
Intermediary Prac Skills,BIOS203,LO,LO3,Develop and test hypotheses within the context of experimental design and within a range of biological fields.
Intermediary Prac Skills,BIOS203,SKILL,S1,Written communication
Intermediary Prac Skills,BIOS203,SKILL,S2,Think critically
Intermediary Prac Skills,BIOS203,SKILL,S3,Problem solving
Intermediary Prac Skills,BIOS203,SKILL,S4,Biological interpretation
Intermediary Prac Skills,BIOS203,SKILL,S5,IT skills
Intermediary Prac Skills,BIOS203,SKILL,S6,Group working
Intermediary Prac Skills,BIOS203,LO,LO4,Further develop coding skills relevant for statistical analysis and apply appropriate statistical and analysis packages to analyse data.
Intermediary Prac Skills,BIOS203,SKILL,S1,Written communication
Intermediary Prac Skills,BIOS203,SKILL,S2,Think critically
Intermediary Prac Skills,BIOS203,SKILL,S3,Problem solving
Intermediary Prac Skills,BIOS203,SKILL,S4,Biological interpretation
Intermediary Prac Skills,BIOS203,SKILL,S5,IT skills
Intermediary Prac Skills,BIOS203,SKILL,S6,Group working
Intermediary Prac Skills,BIOS203,LO,LO5,"Design and present the statistical analysis of a given set of data, associated with a specific question/hypothesis."
Intermediary Prac Skills,BIOS203,SKILL,S1,Written communication
Intermediary Prac Skills,BIOS203,SKILL,S2,Think critically
Intermediary Prac Skills,BIOS203,SKILL,S3,Problem solving
Intermediary Prac Skills,BIOS203,SKILL,S4,Biological interpretation
Intermediary Prac Skills,BIOS203,SKILL,S5,IT skills
Intermediary Prac Skills,BIOS203,SKILL,S6,Group working
Biomolecular & Drug Interactions,BIOS204,LO,LO1,"Plan and execute series of experiments employing techniques used in molecular biology, biochemistry and pharmacology to generate data."
Biomolecular & Drug Interactions,BIOS204,SKILL,S1,Creativity
Biomolecular & Drug Interactions,BIOS204,SKILL,S2,Critical thinking
Biomolecular & Drug Interactions,BIOS204,SKILL,S3,Problem-solving
Biomolecular & Drug Interactions,BIOS204,SKILL,S4,Team working
Biomolecular & Drug Interactions,BIOS204,SKILL,S5,Independent learning
Biomolecular & Drug Interactions,BIOS204,LO,LO2,Select and utilize appropriate techniques in bioinformatics to solve biological questions.
Biomolecular & Drug Interactions,BIOS204,SKILL,S1,Creativity
Biomolecular & Drug Interactions,BIOS204,SKILL,S2,Critical thinking
Biomolecular & Drug Interactions,BIOS204,SKILL,S3,Problem-solving
Biomolecular & Drug Interactions,BIOS204,SKILL,S4,Team working
Biomolecular & Drug Interactions,BIOS204,SKILL,S5,Independent learning
Biomolecular & Drug Interactions,BIOS204,LO,LO3,Record and select appropriate analyses to interrogate qualitative and quantitative data generated by the experiments.
Biomolecular & Drug Interactions,BIOS204,SKILL,S1,Creativity
Biomolecular & Drug Interactions,BIOS204,SKILL,S2,Critical thinking
Biomolecular & Drug Interactions,BIOS204,SKILL,S3,Problem-solving
Biomolecular & Drug Interactions,BIOS204,SKILL,S4,Team working
Biomolecular & Drug Interactions,BIOS204,SKILL,S5,Independent learning
Biomolecular & Drug Interactions,BIOS204,LO,LO4,Critically evaluate and interpret results and communicate the scientific outcomes.
Biomolecular & Drug Interactions,BIOS204,SKILL,S1,Creativity
Biomolecular & Drug Interactions,BIOS204,SKILL,S2,Critical thinking
Biomolecular & Drug Interactions,BIOS204,SKILL,S3,Problem-solving
Biomolecular & Drug Interactions,BIOS204,SKILL,S4,Team working
Biomolecular & Drug Interactions,BIOS204,SKILL,S5,Independent learning
Â Â Approving,Â Â Pending,LO,LO1,"To communicate ideas effectively to a variety of audiences, both written and orally, and using a range of formats"
Â Â Approving,Â Â Pending,SKILL,S1,To evaluate and evidence own and othersâ performance using reflective practice.
Â Â Approving,Â Â Pending,SKILL,S2,"To actively and constructively participate in groups, demonstrating leadership skills where appropriate"
Â Â Approving,Â Â Pending,SKILL,S3,To analyse information and situations critically and apply creative thinking to solve problems.
Â Â Approving,Â Â Pending,SKILL,S4,To develop ethical awareness
Â Â Approving,Â Â Pending,SKILL,S5,"To develop an awareness of sustainability, inclusivity and global citizenship"
Â Â Approving,Â Â Pending,SKILL,S6,To develop digital fluency and use a range of digital tools.
Â Â Approving,Â Â Pending,LO,LO2,To applyâ¯ethical standards and professional codes of conduct.â¯
Â Â Approving,Â Â Pending,SKILL,S1,To evaluate and evidence own and othersâ performance using reflective practice.
Â Â Approving,Â Â Pending,SKILL,S2,"To actively and constructively participate in groups, demonstrating leadership skills where appropriate"
Â Â Approving,Â Â Pending,SKILL,S3,To analyse information and situations critically and apply creative thinking to solve problems.
